PK,지역,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,데이터
2822,제주,2020-05-07,0,13,0,0,0,12,0,92.308,670749,1.9,corona_board_kr
2823,제주,2020-05-08,0,13,0,0,0,12,0,92.308,670749,1.9,corona_board_kr
2824,제주,2020-05-09,0,13,0,0,1,13,0,100,670749,1.9,corona_board_kr
2825,제주,2020-05-10,1,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2826,제주,2020-05-11,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2827,제주,2020-05-12,0,14,0,0,-1,12,0,85.714,670749,2.1,corona_board_kr
2828,제주,2020-05-13,0,14,0,0,0,12,0,85.714,670749,2.1,corona_board_kr
2829,제주,2020-05-14,0,14,0,0,0,12,0,85.714,670749,2.1,corona_board_kr
2830,제주,2020-05-15,0,14,0,0,0,12,0,85.714,670749,2.1,corona_board_kr
2831,제주,2020-05-16,0,14,0,0,-1,11,0,78.571,670749,2.1,corona_board_kr
2832,제주,2020-05-17,0,14,0,0,0,11,0,78.571,670749,2.1,corona_board_kr
2833,제주,2020-05-18,0,14,0,0,0,11,0,78.571,670749,2.1,corona_board_kr
2834,제주,2020-05-19,0,14,0,0,0,11,0,78.571,670749,2.1,corona_board_kr
2835,제주,2020-05-20,0,14,0,0,2,13,0,92.857,670749,2.1,corona_board_kr
2836,제주,2020-05-21,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2837,제주,2020-05-22,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2838,제주,2020-05-23,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2839,제주,2020-05-24,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2840,제주,2020-05-25,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2841,제주,2020-05-26,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2842,제주,2020-05-27,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2843,제주,2020-05-28,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2844,제주,2020-05-29,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2845,제주,2020-05-30,0,14,0,0,0,13,0,92.857,670749,2.1,corona_board_kr
2846,제주,2020-05-31,1,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2847,제주,2020-06-01,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2848,제주,2020-06-02,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2849,제주,2020-06-03,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2850,제주,2020-06-04,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2851,제주,2020-06-05,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2852,제주,2020-06-06,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2853,제주,2020-06-07,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2854,제주,2020-06-08,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2855,제주,2020-06-09,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2856,제주,2020-06-10,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2857,제주,2020-06-11,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2858,제주,2020-06-12,0,15,0,0,0,13,0,86.667,670749,2.2,corona_board_kr
2859,제주,2020-06-13,0,15,0,0,1,14,0,93.333,670749,2.2,corona_board_kr
2860,제주,2020-06-14,0,15,0,0,1,15,0,100,670749,2.2,corona_board_kr
2861,제주,2020-06-15,0,15,0,0,0,15,0,100,670749,2.2,corona_board_kr
2862,제주,2020-06-16,0,15,0,0,0,15,0,100,670749,2.2,corona_board_kr
2863,제주,2020-06-17,1,16,0,0,0,15,0,93.75,670749,2.4,corona_board_kr
2864,제주,2020-06-18,0,16,0,0,0,15,0,93.75,670749,2.4,corona_board_kr
2865,제주,2020-06-19,3,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2866,제주,2020-06-20,0,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2867,제주,2020-06-21,0,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2868,제주,2020-06-22,0,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2869,제주,2020-06-23,0,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2870,제주,2020-06-24,0,19,0,0,0,15,0,78.947,670749,2.8,corona_board_kr
2871,제주,2020-06-25,0,19,0,0,1,16,0,84.211,670749,2.8,corona_board_kr
2872,제주,2020-06-26,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2873,제주,2020-06-27,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2874,제주,2020-06-28,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2875,제주,2020-06-29,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2876,제주,2020-06-30,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2877,제주,2020-07-01,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2878,제주,2020-07-02,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2879,제주,2020-07-03,0,19,0,0,0,16,0,84.211,670749,2.8,corona_board_kr
2880,제주,2020-07-04,0,19,0,0,2,18,0,94.737,670749,2.8,corona_board_kr
2881,제주,2020-07-05,1,20,0,0,0,18,0,90,670749,3,corona_board_kr
2882,제주,2020-07-06,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2883,제주,2020-07-07,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2884,제주,2020-07-08,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2885,제주,2020-07-09,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2886,제주,2020-07-10,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2887,제주,2020-07-11,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2888,제주,2020-07-12,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2889,제주,2020-07-13,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2890,제주,2020-07-14,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2891,제주,2020-07-15,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2892,제주,2020-07-16,0,20,0,0,0,18,0,90,670749,3,corona_board_kr
2893,제주,2020-07-17,3,23,0,0,0,18,0,78.261,670749,3.4,corona_board_kr
2894,제주,2020-07-18,1,24,0,0,0,18,0,75,670749,3.6,corona_board_kr
2895,제주,2020-07-19,1,25,0,0,0,18,0,72,670749,3.7,corona_board_kr
2896,제주,2020-07-20,0,25,0,0,0,18,0,72,670749,3.7,corona_board_kr
2897,제주,2020-07-21,1,26,0,0,0,18,0,69.231,670749,3.9,corona_board_kr
2898,제주,2020-07-22,0,26,0,0,0,18,0,69.231,670750,3.9,corona_board_kr
2899,제주,2020-07-23,0,26,0,0,0,18,0,69.231,670750,3.9,corona_board_kr
2900,제주,2020-07-24,0,26,0,0,0,18,0,69.231,670750,3.9,corona_board_kr
2901,제주,2020-07-25,0,26,0,0,1,19,0,73.077,670750,3.9,corona_board_kr
2902,제주,2020-07-26,0,26,0,0,0,19,0,73.077,670750,3.9,corona_board_kr
2903,제주,2020-07-27,0,26,0,0,0,19,0,73.077,670750,3.9,corona_board_kr
2904,제주,2020-07-28,0,26,0,0,0,19,0,73.077,670750,3.9,corona_board_kr
2905,제주,2020-07-29,0,26,0,0,2,21,0,80.769,670750,3.9,corona_board_kr
2906,제주,2020-07-30,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2907,제주,2020-07-31,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2908,제주,2020-08-01,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2909,제주,2020-08-02,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2910,제주,2020-08-03,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2911,제주,2020-08-04,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2912,제주,2020-08-05,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2913,제주,2020-08-06,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2914,제주,2020-08-07,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2915,제주,2020-08-08,0,26,0,0,0,21,0,80.769,670750,3.9,corona_board_kr
2916,제주,2020-08-09,0,26,0,0,1,22,0,84.615,670750,3.9,corona_board_kr
2917,제주,2020-08-10,0,26,0,0,0,22,0,84.615,670750,3.9,corona_board_kr
2918,제주,2020-08-11,0,26,0,0,0,22,0,84.615,670750,3.9,corona_board_kr
2919,제주,2020-08-12,0,26,0,0,0,22,0,84.615,670750,3.9,corona_board_kr
2920,제주,2020-08-13,0,26,0,0,0,22,0,84.615,670750,3.9,corona_board_kr
2921,제주,2020-08-14,0,26,0,0,0,22,0,84.615,670750,3.9,corona_board_kr
2922,제주,2020-08-15,0,26,0,0,1,23,0,88.462,670750,3.9,corona_board_kr
2923,제주,2020-08-16,0,26,0,0,0,23,0,88.462,670750,3.9,corona_board_kr
2924,제주,2020-08-17,0,26,0,0,0,23,0,88.462,670750,3.9,corona_board_kr
2925,제주,2020-08-18,0,26,0,0,0,23,0,88.462,670750,3.9,corona_board_kr
2926,제주,2020-08-19,0,26,0,0,1,24,0,92.308,670750,3.9,corona_board_kr
2927,제주,2020-08-20,0,26,0,0,0,24,0,92.308,670750,3.9,corona_board_kr
2928,제주,2020-08-21,0,26,0,0,0,24,0,92.308,670750,3.9,corona_board_kr
2929,제주,2020-08-22,2,28,0,0,1,25,0,89.286,670750,4.2,corona_board_kr
2930,제주,2020-08-23,0,28,0,0,0,25,0,89.286,670750,4.2,corona_board_kr
2931,제주,2020-08-24,0,28,0,0,0,25,0,89.286,670750,4.2,corona_board_kr
2932,제주,2020-08-25,3,31,0,0,0,25,0,80.645,670750,4.6,corona_board_kr
2933,제주,2020-08-26,2,33,0,0,0,25,0,75.758,670750,4.9,corona_board_kr
2934,제주,2020-08-27,1,34,0,0,0,25,0,73.529,670750,5.1,corona_board_kr
2935,제주,2020-08-28,2,36,0,0,0,25,0,69.444,670750,5.4,corona_board_kr
2936,제주,2020-08-29,1,37,0,0,1,26,0,70.27,670750,5.5,corona_board_kr
2937,제주,2020-08-30,2,39,0,0,0,26,0,66.667,670750,5.8,corona_board_kr
2938,제주,2020-08-31,6,45,0,0,0,26,0,57.778,670750,6.7,corona_board_kr
2939,충남,2020-02-18,0,0,0,0,0,0,0,0,2122455,0,corona_board_kr
2940,충남,2020-02-19,0,0,0,0,0,0,0,0,2122455,0,corona_board_kr
2941,충남,2020-02-20,0,0,0,0,0,0,0,0,2122455,0,corona_board_kr
2942,충남,2020-02-21,1,1,0,0,0,0,0,0,2122455,0,corona_board_kr
2943,충남,2020-02-22,0,1,0,0,0,0,0,0,2122455,0,corona_board_kr
2944,충남,2020-02-23,0,1,0,0,0,0,0,0,2122455,0,corona_board_kr
2945,충남,2020-02-24,0,1,0,0,0,0,0,0,2122455,0,corona_board_kr
2946,충남,2020-02-25,1,2,0,0,0,0,0,0,2122455,0.1,corona_board_kr
2947,충남,2020-02-26,1,3,0,0,0,0,0,0,2122455,0.1,corona_board_kr
2948,충남,2020-02-27,9,12,0,0,0,0,0,0,2122455,0.6,corona_board_kr
2949,충남,2020-02-28,23,35,0,0,0,0,0,0,2122455,1.6,corona_board_kr
2950,충남,2020-02-29,20,55,0,0,0,0,0,0,2122455,2.6,corona_board_kr
2951,충남,2020-03-01,13,68,0,0,0,0,0,0,2122455,3.2,corona_board_kr
2952,충남,2020-03-02,10,78,0,0,0,0,0,0,2122455,3.7,corona_board_kr
2953,충남,2020-03-03,3,81,0,0,0,0,0,0,2122455,3.8,corona_board_kr
2954,충남,2020-03-04,1,82,0,0,0,0,0,0,2122455,3.9,corona_board_kr
2955,충남,2020-03-05,4,86,0,0,0,0,0,0,2122455,4.1,corona_board_kr
2956,충남,2020-03-06,4,90,0,0,0,0,0,0,2122455,4.2,corona_board_kr
2957,충남,2020-03-07,2,92,0,0,0,0,0,0,2122455,4.3,corona_board_kr
2958,충남,2020-03-08,6,98,0,0,0,0,0,0,2122455,4.6,corona_board_kr
2959,충남,2020-03-09,4,102,0,0,1,1,0,0.98,2122455,4.8,corona_board_kr
2960,충남,2020-03-10,2,104,0,0,0,1,0,0.962,2122455,4.9,corona_board_kr
2961,충남,2020-03-11,8,112,0,0,0,1,0,0.893,2122455,5.3,corona_board_kr
2962,충남,2020-03-12,2,114,0,0,4,5,0,4.386,2122455,5.4,corona_board_kr
2963,충남,2020-03-13,1,115,0,0,2,7,0,6.087,2122455,5.4,corona_board_kr
2964,충남,2020-03-14,0,115,0,0,2,9,0,7.826,2122455,5.4,corona_board_kr
2965,충남,2020-03-15,0,115,0,0,1,10,0,8.696,2122455,5.4,corona_board_kr
2966,충남,2020-03-16,0,115,0,0,2,12,0,10.435,2122455,5.4,corona_board_kr
2967,충남,2020-03-17,0,115,0,0,3,15,0,13.043,2122455,5.4,corona_board_kr
2968,충남,2020-03-18,3,118,0,0,1,16,0,13.559,2122455,5.6,corona_board_kr
2969,충남,2020-03-19,0,118,0,0,15,31,0,26.271,2122455,5.6,corona_board_kr
2970,충남,2020-03-20,1,119,0,0,1,32,0,26.891,2122455,5.6,corona_board_kr
2971,충남,2020-03-21,0,119,0,0,7,39,0,32.773,2122455,5.6,corona_board_kr
2972,충남,2020-03-22,1,120,0,0,0,39,0,32.5,2122455,5.7,corona_board_kr
2973,충남,2020-03-23,0,120,0,0,5,44,0,36.667,2122455,5.7,corona_board_kr
2974,충남,2020-03-24,0,120,0,0,12,56,0,46.667,2122455,5.7,corona_board_kr
2975,충남,2020-03-25,3,123,0,0,9,65,0,52.846,2122455,5.8,corona_board_kr
2976,충남,2020-03-26,1,124,0,0,3,68,0,54.839,2122455,5.8,corona_board_kr
2977,충남,2020-03-27,0,124,0,0,10,78,0,62.903,2122455,5.8,corona_board_kr
2978,충남,2020-03-28,2,126,0,0,3,81,0,64.286,2122455,5.9,corona_board_kr
2979,충남,2020-03-29,1,127,0,0,2,83,0,65.354,2122455,6,corona_board_kr
2980,충남,2020-03-30,0,127,0,0,0,83,0,65.354,2122455,6,corona_board_kr
2981,충남,2020-03-31,1,128,0,0,7,90,0,70.313,2122455,6,corona_board_kr
2982,충남,2020-04-01,3,131,0,0,1,91,0,69.466,2122455,6.2,corona_board_kr
2983,충남,2020-04-02,2,133,0,0,0,91,0,68.421,2122455,6.3,corona_board_kr
2984,충남,2020-04-03,1,134,0,0,6,97,0,72.388,2122455,6.3,corona_board_kr
2985,충남,2020-04-04,1,135,0,0,5,102,0,75.556,2122455,6.4,corona_board_kr
2986,충남,2020-04-05,0,135,0,0,0,102,0,75.556,2122455,6.4,corona_board_kr
2987,충남,2020-04-06,1,136,0,0,0,102,0,75,2122455,6.4,corona_board_kr
2988,충남,2020-04-07,1,137,0,0,2,104,0,75.912,2122455,6.5,corona_board_kr
2989,충남,2020-04-08,0,137,0,0,2,106,0,77.372,2122455,6.5,corona_board_kr
2990,충남,2020-04-09,1,138,0,0,-1,105,0,76.087,2122455,6.5,corona_board_kr
2991,충남,2020-04-10,0,138,0,0,0,105,0,76.087,2122455,6.5,corona_board_kr
2992,충남,2020-04-11,0,138,0,0,1,106,0,76.812,2122455,6.5,corona_board_kr
2993,충남,2020-04-12,1,139,0,0,2,108,0,77.698,2122455,6.5,corona_board_kr
2994,충남,2020-04-13,0,139,0,0,1,109,0,78.417,2122455,6.5,corona_board_kr
2995,충남,2020-04-14,0,139,0,0,4,113,0,81.295,2122455,6.5,corona_board_kr
2996,충남,2020-04-15,0,139,0,0,1,114,0,82.014,2122455,6.5,corona_board_kr
2997,충남,2020-04-16,0,139,0,0,1,115,0,82.734,2122455,6.5,corona_board_kr
2998,충남,2020-04-17,0,139,0,0,0,115,0,82.734,2122455,6.5,corona_board_kr
2999,충남,2020-04-18,2,141,0,0,4,119,0,84.397,2122455,6.6,corona_board_kr
3000,충남,2020-04-19,0,141,0,0,3,122,0,86.525,2122455,6.6,corona_board_kr
3001,충남,2020-04-20,0,141,0,0,0,122,0,86.525,2122455,6.6,corona_board_kr
3002,충남,2020-04-21,0,141,0,0,1,123,0,87.234,2122455,6.6,corona_board_kr
3003,충남,2020-04-22,0,141,0,0,-1,122,0,86.525,2122455,6.6,corona_board_kr
3004,충남,2020-04-23,0,141,0,0,1,123,0,87.234,2122455,6.6,corona_board_kr
3005,충남,2020-04-24,0,141,0,0,0,123,0,87.234,2122455,6.6,corona_board_kr
3006,충남,2020-04-25,0,141,0,0,0,123,0,87.234,2122455,6.6,corona_board_kr
3007,충남,2020-04-26,0,141,0,0,0,123,0,87.234,2122455,6.6,corona_board_kr
3008,충남,2020-04-27,1,142,0,0,0,123,0,86.62,2122455,6.7,corona_board_kr
3009,충남,2020-04-28,0,142,0,0,0,123,0,86.62,2122455,6.7,corona_board_kr
3010,충남,2020-04-29,1,143,0,0,0,123,0,86.014,2122455,6.7,corona_board_kr
3011,충남,2020-04-30,0,143,0,0,4,127,0,88.811,2122455,6.7,corona_board_kr
3012,충남,2020-05-01,0,143,0,0,1,128,0,89.51,2122455,6.7,corona_board_kr
3013,충남,2020-05-02,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3014,충남,2020-05-03,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3015,충남,2020-05-04,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3016,충남,2020-05-05,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3017,충남,2020-05-06,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3018,충남,2020-05-07,0,143,0,0,0,128,0,89.51,2122455,6.7,corona_board_kr
3019,충남,2020-05-08,0,143,0,0,2,130,0,90.909,2122455,6.7,corona_board_kr
3020,충남,2020-05-09,0,143,0,0,3,133,0,93.007,2122455,6.7,corona_board_kr
3021,충남,2020-05-10,0,143,0,0,0,133,0,93.007,2122455,6.7,corona_board_kr
3022,충남,2020-05-11,0,143,0,0,1,134,0,93.706,2122455,6.7,corona_board_kr
3023,충남,2020-05-12,0,143,0,0,2,136,0,95.105,2122455,6.7,corona_board_kr
3024,충남,2020-05-13,0,143,0,0,2,138,0,96.503,2122455,6.7,corona_board_kr
3025,충남,2020-05-14,1,144,0,0,0,138,0,95.833,2122455,6.8,corona_board_kr
3026,충남,2020-05-15,0,144,0,0,1,139,0,96.528,2122455,6.8,corona_board_kr
3027,충남,2020-05-16,0,144,0,0,0,139,0,96.528,2122455,6.8,corona_board_kr
3028,충남,2020-05-17,0,144,0,0,1,140,0,97.222,2122455,6.8,corona_board_kr
3029,충남,2020-05-18,0,144,0,0,0,140,0,97.222,2122455,6.8,corona_board_kr
3030,충남,2020-05-19,0,144,0,0,0,140,0,97.222,2122455,6.8,corona_board_kr
3031,충남,2020-05-20,0,144,0,0,1,141,0,97.917,2122455,6.8,corona_board_kr
3032,충남,2020-05-21,1,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3033,충남,2020-05-22,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3034,충남,2020-05-23,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3035,충남,2020-05-24,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3036,충남,2020-05-25,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3037,충남,2020-05-26,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3038,충남,2020-05-27,0,145,0,0,0,141,0,97.241,2122455,6.8,corona_board_kr
3039,충남,2020-05-28,1,146,0,0,0,141,0,96.575,2122455,6.9,corona_board_kr
3040,충남,2020-05-29,0,146,0,0,0,141,0,96.575,2122455,6.9,corona_board_kr
3041,충남,2020-05-30,0,146,0,0,1,142,0,97.26,2122455,6.9,corona_board_kr
3042,충남,2020-05-31,0,146,0,0,0,142,0,97.26,2122455,6.9,corona_board_kr
3043,충남,2020-06-01,0,146,0,0,0,142,0,97.26,2122455,6.9,corona_board_kr
3044,충남,2020-06-02,0,146,0,0,0,142,0,97.26,2122455,6.9,corona_board_kr
3045,충남,2020-06-03,0,146,0,0,0,142,0,97.26,2122455,6.9,corona_board_kr
3046,충남,2020-06-04,0,146,0,0,0,142,0,97.26,2122455,6.9,corona_board_kr
3047,충남,2020-06-05,1,147,0,0,1,143,0,97.279,2122455,6.9,corona_board_kr
3048,충남,2020-06-06,1,148,0,0,0,143,0,96.622,2122455,7,corona_board_kr
3049,충남,2020-06-07,0,148,0,0,0,143,0,96.622,2122455,7,corona_board_kr
3050,충남,2020-06-08,0,148,0,0,0,143,0,96.622,2122455,7,corona_board_kr
3051,충남,2020-06-09,2,150,0,0,0,143,0,95.333,2122455,7.1,corona_board_kr
3052,충남,2020-06-10,0,150,0,0,0,143,0,95.333,2122455,7.1,corona_board_kr
3053,충남,2020-06-11,0,150,0,0,0,143,0,95.333,2122455,7.1,corona_board_kr
3054,충남,2020-06-12,0,150,0,0,1,144,0,96,2122455,7.1,corona_board_kr
3055,충남,2020-06-13,1,151,0,0,0,144,0,95.364,2122455,7.1,corona_board_kr
3056,충남,2020-06-14,0,151,0,0,0,144,0,95.364,2122455,7.1,corona_board_kr
3057,충남,2020-06-15,1,152,0,0,0,144,0,94.737,2122455,7.2,corona_board_kr
3058,충남,2020-06-16,0,152,0,0,0,144,0,94.737,2122455,7.2,corona_board_kr
3059,충남,2020-06-17,1,153,0,0,0,144,0,94.118,2122455,7.2,corona_board_kr
3060,충남,2020-06-18,3,156,0,0,0,144,0,92.308,2122455,7.3,corona_board_kr
3061,충남,2020-06-19,0,156,0,0,0,144,0,92.308,2122455,7.3,corona_board_kr
3062,충남,2020-06-20,2,158,0,0,0,144,0,91.139,2122455,7.4,corona_board_kr
3063,충남,2020-06-21,1,159,0,0,0,144,0,90.566,2122455,7.5,corona_board_kr
3064,충남,2020-06-22,2,161,0,0,0,144,0,89.441,2122455,7.6,corona_board_kr
3065,충남,2020-06-23,0,161,0,0,0,144,0,89.441,2122455,7.6,corona_board_kr
3066,충남,2020-06-24,1,162,0,0,2,146,0,90.123,2122455,7.6,corona_board_kr
3067,충남,2020-06-25,1,163,0,0,0,146,0,89.571,2122455,7.7,corona_board_kr
3068,충남,2020-06-26,3,166,0,0,2,148,0,89.157,2122455,7.8,corona_board_kr
3069,충남,2020-06-27,0,166,0,0,0,148,0,89.157,2122455,7.8,corona_board_kr
3070,충남,2020-06-28,1,167,0,0,0,148,0,88.623,2122455,7.9,corona_board_kr
3071,충남,2020-06-29,0,167,0,0,2,150,0,89.82,2122455,7.9,corona_board_kr
3072,충남,2020-06-30,0,167,0,0,0,150,0,89.82,2122455,7.9,corona_board_kr
3073,충남,2020-07-01,1,168,0,0,0,150,0,89.286,2122455,7.9,corona_board_kr
3074,충남,2020-07-02,3,171,0,0,0,150,0,87.719,2122455,8.1,corona_board_kr
3075,충남,2020-07-03,1,172,0,0,0,150,0,87.209,2122455,8.1,corona_board_kr
3076,충남,2020-07-04,0,172,0,0,0,150,0,87.209,2122455,8.1,corona_board_kr
3077,충남,2020-07-05,0,172,0,0,1,151,0,87.791,2122455,8.1,corona_board_kr
3078,충남,2020-07-06,1,173,0,0,1,152,0,87.861,2122455,8.2,corona_board_kr
3079,충남,2020-07-07,0,173,0,0,0,152,0,87.861,2122455,8.2,corona_board_kr
3080,충남,2020-07-08,6,179,0,0,1,153,0,85.475,2122455,8.4,corona_board_kr
3081,충남,2020-07-09,1,180,0,0,1,154,0,85.556,2122455,8.5,corona_board_kr
3082,충남,2020-07-10,0,180,0,0,1,155,0,86.111,2122455,8.5,corona_board_kr
3083,충남,2020-07-11,1,181,0,0,4,159,0,87.845,2122455,8.5,corona_board_kr
3084,충남,2020-07-12,0,181,0,0,0,159,0,87.845,2122455,8.5,corona_board_kr
3085,충남,2020-07-13,4,185,0,0,4,163,0,88.108,2122455,8.7,corona_board_kr
3086,충남,2020-07-14,0,185,0,0,2,165,0,89.189,2122455,8.7,corona_board_kr
3087,충남,2020-07-15,0,185,0,0,2,167,0,90.27,2122455,8.7,corona_board_kr
3088,충남,2020-07-16,0,185,0,0,0,167,0,90.27,2122455,8.7,corona_board_kr
3089,충남,2020-07-17,0,185,0,0,2,169,0,91.351,2122455,8.7,corona_board_kr
3090,충남,2020-07-18,0,185,0,0,1,170,0,91.892,2122455,8.7,corona_board_kr
3091,충남,2020-07-19,0,185,0,0,0,170,0,91.892,2122455,8.7,corona_board_kr
3092,충남,2020-07-20,1,186,0,0,0,170,0,91.398,2122455,8.8,corona_board_kr
3093,충남,2020-07-21,0,186,0,0,0,174,0,93.548,2122455,8.8,corona_board_kr
3094,충남,2020-07-22,1,187,0,0,5,179,0,95.722,2122455,8.8,corona_board_kr
3095,충남,2020-07-23,0,187,0,0,0,179,0,95.722,2122455,8.8,corona_board_kr
3096,충남,2020-07-24,0,187,0,0,3,182,0,97.326,2122455,8.8,corona_board_kr
3097,충남,2020-07-25,0,187,0,0,0,182,0,97.326,2122455,8.8,corona_board_kr
3098,충남,2020-07-26,0,187,0,0,0,182,0,97.326,2122455,8.8,corona_board_kr
3099,충남,2020-07-27,1,188,1,1,1,183,0.531914894,97.34,2122455,8.9,corona_board_kr
3100,충남,2020-07-28,1,189,0,1,0,183,0.529100529,96.825,2122455,8.9,corona_board_kr
3101,충남,2020-07-29,0,189,0,1,0,183,0.529100529,96.825,2122455,8.9,corona_board_kr
3102,충남,2020-07-30,0,189,0,1,1,184,0.529100529,97.354,2122455,8.9,corona_board_kr
3103,충남,2020-07-31,1,190,0,1,1,185,0.526315789,97.368,2122455,9,corona_board_kr
3104,충남,2020-08-01,0,190,0,1,0,185,0.526315789,97.368,2122455,9,corona_board_kr
3105,충남,2020-08-02,0,190,0,1,0,185,0.526315789,97.368,2122455,9,corona_board_kr
3106,충남,2020-08-03,0,190,0,1,0,185,0.526315789,97.368,2122455,9,corona_board_kr
3107,충남,2020-08-04,0,190,0,1,0,185,0.526315789,97.368,2122455,9,corona_board_kr
3108,충남,2020-08-05,0,190,0,1,0,185,0.526315789,97.368,2122455,9,corona_board_kr
3109,충남,2020-08-06,2,192,0,1,2,187,0.520833333,97.396,2122455,9,corona_board_kr
3110,충남,2020-08-07,0,192,0,1,0,187,0.520833333,97.396,2122455,9,corona_board_kr
3111,충남,2020-08-08,0,192,0,1,1,188,0.520833333,97.917,2122455,9,corona_board_kr
3112,충남,2020-08-09,1,193,0,1,0,188,0.518134715,97.409,2122455,9.1,corona_board_kr
3113,충남,2020-08-10,0,193,0,1,0,188,0.518134715,97.409,2122455,9.1,corona_board_kr
3114,충남,2020-08-11,2,195,0,1,1,189,0.512820513,96.923,2122455,9.2,corona_board_kr
3115,충남,2020-08-12,1,196,0,1,0,189,0.510204082,96.429,2122455,9.2,corona_board_kr
3116,충남,2020-08-13,1,197,0,1,0,189,0.507614213,95.939,2122455,9.3,corona_board_kr
3117,충남,2020-08-14,3,200,0,1,0,189,0.5,94.5,2122455,9.4,corona_board_kr
3118,충남,2020-08-15,2,202,0,1,0,189,0.495049505,93.564,2122455,9.5,corona_board_kr
3119,충남,2020-08-16,5,207,0,1,1,190,0.483091787,91.787,2122455,9.8,corona_board_kr
3120,충남,2020-08-17,4,211,0,1,1,191,0.473933649,90.521,2122455,9.9,corona_board_kr
3121,충남,2020-08-18,5,216,0,1,0,191,0.462962963,88.426,2122455,10.2,corona_board_kr
