PK,지역,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,데이터
2521,전남,2020-08-06,2,41,0,0,0,25,0,60.976,1864713,2.2,corona_board_kr
2522,전남,2020-08-07,0,41,0,0,0,25,0,60.976,1864713,2.2,corona_board_kr
2523,전남,2020-08-08,0,41,0,0,1,26,0,63.415,1864713,2.2,corona_board_kr
2524,전남,2020-08-09,0,41,0,0,0,26,0,63.415,1864713,2.2,corona_board_kr
2525,전남,2020-08-10,1,42,0,0,1,27,0,64.286,1864713,2.3,corona_board_kr
2526,전남,2020-08-11,0,42,0,0,2,29,0,69.048,1864713,2.3,corona_board_kr
2527,전남,2020-08-12,0,42,0,0,0,29,0,69.048,1864713,2.3,corona_board_kr
2528,전남,2020-08-13,0,42,0,0,8,31,0,73.81,1864713,2.3,corona_board_kr
2529,전남,2020-08-14,0,42,0,0,0,31,0,73.81,1864713,2.3,corona_board_kr
2530,전남,2020-08-15,0,42,0,0,1,32,0,76.19,1864713,2.3,corona_board_kr
2531,전남,2020-08-16,0,42,0,0,0,32,0,76.19,1864713,2.3,corona_board_kr
2532,전남,2020-08-17,0,42,0,0,0,32,0,76.19,1864713,2.3,corona_board_kr
2533,전남,2020-08-18,0,42,0,0,0,32,0,76.19,1864713,2.3,corona_board_kr
2534,전남,2020-08-19,2,44,0,0,0,32,0,72.727,1864713,2.4,corona_board_kr
2535,전남,2020-08-20,3,47,0,0,3,35,0,74.468,1864713,2.5,corona_board_kr
2536,전남,2020-08-21,6,53,0,0,0,35,0,66.038,1864713,2.8,corona_board_kr
2537,전남,2020-08-22,7,60,0,0,3,38,0,63.333,1864713,3.2,corona_board_kr
2538,전남,2020-08-23,14,74,0,0,1,39,0,52.703,1864713,4,corona_board_kr
2539,전남,2020-08-24,7,81,0,0,0,39,0,48.148,1864713,4.3,corona_board_kr
2540,전남,2020-08-25,1,82,0,0,0,39,0,47.561,1864713,4.4,corona_board_kr
2541,전남,2020-08-26,13,95,0,0,0,39,0,41.053,1864713,5.1,corona_board_kr
2542,전남,2020-08-27,13,108,0,0,0,39,0,36.111,1864713,5.8,corona_board_kr
2543,전남,2020-08-28,12,120,0,0,1,40,0,33.333,1864713,6.4,corona_board_kr
2544,전남,2020-08-29,9,129,0,0,0,40,0,31.008,1864713,6.9,corona_board_kr
2545,전남,2020-08-30,8,137,0,0,2,42,0,30.657,1864713,7.3,corona_board_kr
2546,전남,2020-08-31,5,142,0,0,0,42,0,29.577,1864713,7.6,corona_board_kr
2547,전북,2020-02-18,0,1,0,0,0,1,0,100,1817302,0.1,corona_board_kr
2548,전북,2020-02-19,0,1,0,0,0,1,0,100,1817302,0.1,corona_board_kr
2549,전북,2020-02-20,0,1,0,0,0,1,0,100,1817302,0.1,corona_board_kr
2550,전북,2020-02-21,1,2,0,0,0,1,0,50,1817302,0.1,corona_board_kr
2551,전북,2020-02-22,1,3,0,0,0,1,0,33.333,1817302,0.2,corona_board_kr
2552,전북,2020-02-23,0,3,0,0,0,1,0,33.333,1817302,0.2,corona_board_kr
2553,전북,2020-02-24,0,3,0,0,0,1,0,33.333,1817302,0.2,corona_board_kr
2554,전북,2020-02-25,0,3,0,0,0,1,0,33.333,1817302,0.2,corona_board_kr
2555,전북,2020-02-26,0,3,0,0,0,1,0,33.333,1817302,0.2,corona_board_kr
2556,전북,2020-02-27,2,5,0,0,0,1,0,20,1817302,0.3,corona_board_kr
2557,전북,2020-02-28,0,5,0,0,0,1,0,20,1817302,0.3,corona_board_kr
2558,전북,2020-02-29,0,5,0,0,0,1,0,20,1817302,0.3,corona_board_kr
2559,전북,2020-03-01,1,6,0,0,0,1,0,16.667,1817302,0.3,corona_board_kr
2560,전북,2020-03-02,0,6,0,0,0,1,0,16.667,1817302,0.3,corona_board_kr
2561,전북,2020-03-03,1,7,0,0,0,1,0,14.286,1817302,0.4,corona_board_kr
2562,전북,2020-03-04,0,7,0,0,0,1,0,14.286,1817302,0.4,corona_board_kr
2563,전북,2020-03-05,0,7,0,0,1,2,0,28.571,1817302,0.4,corona_board_kr
2564,전북,2020-03-06,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2565,전북,2020-03-07,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2566,전북,2020-03-08,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2567,전북,2020-03-09,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2568,전북,2020-03-10,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2569,전북,2020-03-11,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2570,전북,2020-03-12,0,7,0,0,0,2,0,28.571,1817302,0.4,corona_board_kr
2571,전북,2020-03-13,0,7,0,0,2,4,0,57.143,1817302,0.4,corona_board_kr
2572,전북,2020-03-14,0,7,0,0,0,4,0,57.143,1817302,0.4,corona_board_kr
2573,전북,2020-03-15,0,7,0,0,0,4,0,57.143,1817302,0.4,corona_board_kr
2574,전북,2020-03-16,0,7,0,0,0,4,0,57.143,1817302,0.4,corona_board_kr
2575,전북,2020-03-17,0,7,0,0,0,4,0,57.143,1817302,0.4,corona_board_kr
2576,전북,2020-03-18,2,9,0,0,1,5,0,55.556,1817302,0.5,corona_board_kr
2577,전북,2020-03-19,1,10,0,0,0,5,0,50,1817302,0.6,corona_board_kr
2578,전북,2020-03-20,0,10,0,0,2,7,0,70,1817302,0.6,corona_board_kr
2579,전북,2020-03-21,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2580,전북,2020-03-22,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2581,전북,2020-03-23,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2582,전북,2020-03-24,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2583,전북,2020-03-25,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2584,전북,2020-03-26,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2585,전북,2020-03-27,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2586,전북,2020-03-28,0,10,0,0,0,7,0,70,1817302,0.6,corona_board_kr
2587,전북,2020-03-29,2,12,0,0,0,7,0,58.333,1817302,0.7,corona_board_kr
2588,전북,2020-03-30,1,13,0,0,0,7,0,53.846,1817302,0.7,corona_board_kr
2589,전북,2020-03-31,0,13,0,0,0,7,0,53.846,1817302,0.7,corona_board_kr
2590,전북,2020-04-01,1,14,0,0,0,7,0,50,1817302,0.8,corona_board_kr
2591,전북,2020-04-02,0,14,0,0,0,7,0,50,1817302,0.8,corona_board_kr
2592,전북,2020-04-03,1,15,0,0,0,7,0,46.667,1817302,0.8,corona_board_kr
2593,전북,2020-04-04,0,15,0,0,0,7,0,46.667,1817302,0.8,corona_board_kr
2594,전북,2020-04-05,1,16,0,0,0,7,0,43.75,1817302,0.9,corona_board_kr
2595,전북,2020-04-06,0,16,0,0,0,7,0,43.75,1817302,0.9,corona_board_kr
2596,전북,2020-04-07,0,16,0,0,0,7,0,43.75,1817302,0.9,corona_board_kr
2597,전북,2020-04-08,1,17,0,0,0,7,0,41.176,1817302,0.9,corona_board_kr
2598,전북,2020-04-09,0,17,0,0,0,7,0,41.176,1817302,0.9,corona_board_kr
2599,전북,2020-04-10,0,17,0,0,1,8,0,47.059,1817302,0.9,corona_board_kr
2600,전북,2020-04-11,0,17,0,0,0,8,0,47.059,1817302,0.9,corona_board_kr
2601,전북,2020-04-12,0,17,0,0,0,8,0,47.059,1817302,0.9,corona_board_kr
2602,전북,2020-04-13,0,17,0,0,0,8,0,47.059,1817302,0.9,corona_board_kr
2603,전북,2020-04-14,0,17,0,0,0,8,0,47.059,1817302,0.9,corona_board_kr
2604,전북,2020-04-15,0,17,0,0,0,8,0,47.059,1817302,0.9,corona_board_kr
2605,전북,2020-04-16,0,17,0,0,1,9,0,52.941,1817302,0.9,corona_board_kr
2606,전북,2020-04-17,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2607,전북,2020-04-18,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2608,전북,2020-04-19,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2609,전북,2020-04-20,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2610,전북,2020-04-21,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2611,전북,2020-04-22,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2612,전북,2020-04-23,0,17,0,0,0,9,0,52.941,1817302,0.9,corona_board_kr
2613,전북,2020-04-24,0,17,0,0,2,11,0,64.706,1817302,0.9,corona_board_kr
2614,전북,2020-04-25,0,17,0,0,-1,10,0,58.824,1817302,0.9,corona_board_kr
2615,전북,2020-04-26,1,18,0,0,0,10,0,55.556,1817302,1,corona_board_kr
2616,전북,2020-04-27,0,18,0,0,0,10,0,55.556,1817302,1,corona_board_kr
2617,전북,2020-04-28,0,18,0,0,0,10,0,55.556,1817302,1,corona_board_kr
2618,전북,2020-04-29,0,18,0,0,0,10,0,55.556,1817302,1,corona_board_kr
2619,전북,2020-04-30,0,18,0,0,1,11,0,61.111,1817302,1,corona_board_kr
2620,전북,2020-05-01,0,18,0,0,1,12,0,66.667,1817302,1,corona_board_kr
2621,전북,2020-05-02,0,18,0,0,0,12,0,66.667,1817302,1,corona_board_kr
2622,전북,2020-05-03,0,18,0,0,0,12,0,66.667,1817302,1,corona_board_kr
2623,전북,2020-05-04,0,18,0,0,0,12,0,66.667,1817302,1,corona_board_kr
2624,전북,2020-05-05,0,18,0,0,0,12,0,66.667,1817302,1,corona_board_kr
2625,전북,2020-05-06,0,18,0,0,0,12,0,66.667,1817302,1,corona_board_kr
2626,전북,2020-05-07,0,18,0,0,2,14,0,77.778,1817302,1,corona_board_kr
2627,전북,2020-05-08,1,19,0,0,0,14,0,73.684,1817302,1,corona_board_kr
2628,전북,2020-05-09,0,19,0,0,0,14,0,73.684,1817302,1,corona_board_kr
2629,전북,2020-05-10,0,19,0,0,0,14,0,73.684,1817302,1,corona_board_kr
2630,전북,2020-05-11,0,19,0,0,0,14,0,73.684,1817302,1,corona_board_kr
2631,전북,2020-05-12,0,19,0,0,0,14,0,73.684,1817302,1,corona_board_kr
2632,전북,2020-05-13,1,20,0,0,0,14,0,70,1817302,1.1,corona_board_kr
2633,전북,2020-05-14,0,20,0,0,0,14,0,70,1817302,1.1,corona_board_kr
2634,전북,2020-05-15,0,20,0,0,0,14,0,70,1817302,1.1,corona_board_kr
2635,전북,2020-05-16,0,20,0,0,2,16,0,80,1817302,1.1,corona_board_kr
2636,전북,2020-05-17,0,20,0,0,0,16,0,80,1817302,1.1,corona_board_kr
2637,전북,2020-05-18,0,20,0,0,2,18,0,90,1817302,1.1,corona_board_kr
2638,전북,2020-05-19,0,20,0,0,1,19,0,95,1817302,1.1,corona_board_kr
2639,전북,2020-05-20,1,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2640,전북,2020-05-21,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2641,전북,2020-05-22,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2642,전북,2020-05-23,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2643,전북,2020-05-24,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2644,전북,2020-05-25,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2645,전북,2020-05-26,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2646,전북,2020-05-27,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2647,전북,2020-05-28,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2648,전북,2020-05-29,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2649,전북,2020-05-30,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2650,전북,2020-05-31,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2651,전북,2020-06-01,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2652,전북,2020-06-02,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2653,전북,2020-06-03,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2654,전북,2020-06-04,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2655,전북,2020-06-05,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2656,전북,2020-06-06,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2657,전북,2020-06-07,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2658,전북,2020-06-08,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2659,전북,2020-06-09,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2660,전북,2020-06-10,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2661,전북,2020-06-11,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2662,전북,2020-06-12,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2663,전북,2020-06-13,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2664,전북,2020-06-14,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2665,전북,2020-06-15,0,21,0,0,0,19,0,90.476,1817302,1.2,corona_board_kr
2666,전북,2020-06-16,0,21,0,0,1,20,0,95.238,1817302,1.2,corona_board_kr
2667,전북,2020-06-17,0,21,0,0,0,20,0,95.238,1817302,1.2,corona_board_kr
2668,전북,2020-06-18,1,22,0,0,0,20,0,90.909,1817302,1.2,corona_board_kr
2669,전북,2020-06-19,0,22,0,0,0,20,0,90.909,1817302,1.2,corona_board_kr
2670,전북,2020-06-20,1,23,0,0,0,20,0,86.957,1817302,1.3,corona_board_kr
2671,전북,2020-06-21,0,23,0,0,0,20,0,86.957,1817302,1.3,corona_board_kr
2672,전북,2020-06-22,1,24,0,0,0,20,0,83.333,1817302,1.3,corona_board_kr
2673,전북,2020-06-23,0,24,0,0,0,20,0,83.333,1817302,1.3,corona_board_kr
2674,전북,2020-06-24,1,25,0,0,0,20,0,80,1817302,1.4,corona_board_kr
2675,전북,2020-06-25,0,25,0,0,0,20,0,80,1817302,1.4,corona_board_kr
2676,전북,2020-06-26,0,25,0,0,0,20,0,80,1817302,1.4,corona_board_kr
2677,전북,2020-06-27,1,26,0,0,0,20,0,76.923,1817302,1.4,corona_board_kr
2678,전북,2020-06-28,0,26,0,0,1,21,0,80.769,1817302,1.4,corona_board_kr
2679,전북,2020-06-29,1,27,0,0,0,21,0,77.778,1817302,1.5,corona_board_kr
2680,전북,2020-06-30,0,27,0,0,0,21,0,77.778,1817302,1.5,corona_board_kr
2681,전북,2020-07-01,0,27,0,0,0,21,0,77.778,1817302,1.5,corona_board_kr
2682,전북,2020-07-02,0,27,0,0,1,22,0,81.481,1817302,1.5,corona_board_kr
2683,전북,2020-07-03,1,28,0,0,0,22,0,78.571,1817302,1.5,corona_board_kr
2684,전북,2020-07-04,0,28,0,0,0,22,0,78.571,1817302,1.5,corona_board_kr
2685,전북,2020-07-05,1,29,0,0,0,22,0,75.862,1817302,1.6,corona_board_kr
2686,전북,2020-07-06,0,29,0,0,0,22,0,75.862,1817302,1.6,corona_board_kr
2687,전북,2020-07-07,1,30,0,0,0,22,0,73.333,1817302,1.7,corona_board_kr
2688,전북,2020-07-08,2,32,0,0,0,22,0,68.75,1817302,1.8,corona_board_kr
2689,전북,2020-07-09,1,33,0,0,0,22,0,66.667,1817302,1.8,corona_board_kr
2690,전북,2020-07-10,0,33,0,0,0,22,0,66.667,1817302,1.8,corona_board_kr
2691,전북,2020-07-11,2,35,0,0,0,22,0,62.857,1817302,1.9,corona_board_kr
2692,전북,2020-07-12,1,36,0,0,0,22,0,61.111,1817302,2,corona_board_kr
2693,전북,2020-07-13,0,36,0,0,1,23,0,63.889,1817302,2,corona_board_kr
2694,전북,2020-07-14,2,38,0,0,0,23,0,60.526,1817302,2.1,corona_board_kr
2695,전북,2020-07-15,0,38,0,0,0,23,0,60.526,1817302,2.1,corona_board_kr
2696,전북,2020-07-16,0,38,0,0,0,23,0,60.526,1817302,2.1,corona_board_kr
2697,전북,2020-07-17,0,38,0,0,1,24,0,63.158,1817302,2.1,corona_board_kr
2698,전북,2020-07-18,0,38,0,0,0,24,0,63.158,1817302,2.1,corona_board_kr
2699,전북,2020-07-19,0,38,0,0,0,24,0,63.158,1817302,2.1,corona_board_kr
2700,전북,2020-07-20,1,39,0,0,0,24,0,61.538,1817302,2.1,corona_board_kr
2701,전북,2020-07-21,0,39,0,0,0,24,0,61.538,1817302,2.1,corona_board_kr
2702,전북,2020-07-22,0,39,0,0,3,27,0,69.231,1817302,2.1,corona_board_kr
2703,전북,2020-07-23,0,39,0,0,0,27,0,69.231,1817303,2.1,corona_board_kr
2704,전북,2020-07-24,0,39,0,0,0,27,0,69.231,1817303,2.1,corona_board_kr
2705,전북,2020-07-25,0,39,0,0,3,30,0,76.923,1817303,2.1,corona_board_kr
2706,전북,2020-07-26,0,39,0,0,0,30,0,76.923,1817303,2.1,corona_board_kr
2707,전북,2020-07-27,0,39,0,0,0,30,0,76.923,1817303,2.1,corona_board_kr
2708,전북,2020-07-28,0,39,0,0,1,31,0,79.487,1817303,2.1,corona_board_kr
2709,전북,2020-07-29,0,39,0,0,0,31,0,79.487,1817303,2.1,corona_board_kr
2710,전북,2020-07-30,0,39,0,0,1,32,0,82.051,1817303,2.1,corona_board_kr
2711,전북,2020-07-31,0,39,0,0,1,33,0,84.615,1817303,2.1,corona_board_kr
2712,전북,2020-08-01,0,39,0,0,0,33,0,84.615,1817303,2.1,corona_board_kr
2713,전북,2020-08-02,0,39,0,0,1,34,0,87.179,1817303,2.1,corona_board_kr
2714,전북,2020-08-03,0,39,0,0,1,35,0,89.744,1817303,2.1,corona_board_kr
2715,전북,2020-08-04,0,39,0,0,0,35,0,89.744,1817303,2.1,corona_board_kr
2716,전북,2020-08-05,0,39,0,0,1,36,0,92.308,1817303,2.1,corona_board_kr
2717,전북,2020-08-06,0,39,0,0,0,36,0,92.308,1817303,2.1,corona_board_kr
2718,전북,2020-08-07,0,39,0,0,1,37,0,94.872,1817303,2.1,corona_board_kr
2719,전북,2020-08-08,0,39,0,0,0,37,0,94.872,1817303,2.1,corona_board_kr
2720,전북,2020-08-09,0,39,0,0,0,37,0,94.872,1817303,2.1,corona_board_kr
2721,전북,2020-08-10,0,39,0,0,0,37,0,94.872,1817303,2.1,corona_board_kr
2722,전북,2020-08-11,1,40,0,0,0,37,0,92.5,1817303,2.2,corona_board_kr
2723,전북,2020-08-12,0,40,0,0,0,37,0,92.5,1817303,2.2,corona_board_kr
2724,전북,2020-08-13,2,42,0,0,0,37,0,88.095,1817303,2.3,corona_board_kr
2725,전북,2020-08-14,0,42,0,0,0,37,0,88.095,1817303,2.3,corona_board_kr
2726,전북,2020-08-15,1,43,0,0,1,38,0,88.372,1817303,2.4,corona_board_kr
2727,전북,2020-08-16,0,43,0,0,0,38,0,88.372,1817303,2.4,corona_board_kr
2728,전북,2020-08-17,1,44,0,0,0,38,0,86.364,1817303,2.4,corona_board_kr
2729,전북,2020-08-18,7,51,0,0,0,38,0,74.51,1817303,2.8,corona_board_kr
2730,전북,2020-08-19,1,52,0,0,0,38,0,73.077,1817303,2.9,corona_board_kr
2731,전북,2020-08-20,6,58,0,0,0,38,0,65.517,1817303,3.2,corona_board_kr
2732,전북,2020-08-21,5,63,0,0,0,38,0,60.317,1817303,3.5,corona_board_kr
2733,전북,2020-08-22,4,67,0,0,0,38,0,56.716,1817303,3.7,corona_board_kr
2734,전북,2020-08-23,0,67,0,0,0,38,0,56.716,1817303,3.7,corona_board_kr
2735,전북,2020-08-24,4,71,0,0,1,39,0,54.93,1817303,3.9,corona_board_kr
2736,전북,2020-08-25,4,75,0,0,0,39,0,52,1817303,4.1,corona_board_kr
2737,전북,2020-08-26,7,82,0,0,0,39,0,47.561,1817303,4.5,corona_board_kr
2738,전북,2020-08-27,2,84,0,0,0,39,0,46.429,1817303,4.6,corona_board_kr
2739,전북,2020-08-28,2,86,0,0,2,41,0,47.674,1817303,4.7,corona_board_kr
2740,전북,2020-08-29,0,86,0,0,0,41,0,47.674,1817303,4.7,corona_board_kr
2741,전북,2020-08-30,0,86,0,0,0,41,0,47.674,1817303,4.7,corona_board_kr
2742,전북,2020-08-31,1,87,0,0,0,41,0,47.126,1817303,4.8,corona_board_kr
2743,제주,2020-02-18,0,0,0,0,0,0,0,0,670749,0,corona_board_kr
2744,제주,2020-02-19,0,0,0,0,0,0,0,0,670749,0,corona_board_kr
2745,제주,2020-02-20,0,0,0,0,0,0,0,0,670749,0,corona_board_kr
2746,제주,2020-02-21,0,0,0,0,0,0,0,0,670749,0,corona_board_kr
2747,제주,2020-02-22,1,1,0,0,0,0,0,0,670749,0.1,corona_board_kr
2748,제주,2020-02-23,1,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2749,제주,2020-02-24,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2750,제주,2020-02-25,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2751,제주,2020-02-26,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2752,제주,2020-02-27,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2753,제주,2020-02-28,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2754,제주,2020-02-29,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2755,제주,2020-03-01,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2756,제주,2020-03-02,0,2,0,0,0,0,0,0,670749,0.3,corona_board_kr
2757,제주,2020-03-03,1,3,0,0,0,0,0,0,670749,0.4,corona_board_kr
2758,제주,2020-03-04,0,3,0,0,0,0,0,0,670749,0.4,corona_board_kr
2759,제주,2020-03-05,1,4,0,0,0,0,0,0,670749,0.6,corona_board_kr
2760,제주,2020-03-06,0,4,0,0,0,0,0,0,670749,0.6,corona_board_kr
2761,제주,2020-03-07,0,4,0,0,0,0,0,0,670749,0.6,corona_board_kr
2762,제주,2020-03-08,0,4,0,0,0,0,0,0,670749,0.6,corona_board_kr
2763,제주,2020-03-09,0,4,0,0,1,1,0,25,670749,0.6,corona_board_kr
2764,제주,2020-03-10,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2765,제주,2020-03-11,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2766,제주,2020-03-12,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2767,제주,2020-03-13,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2768,제주,2020-03-14,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2769,제주,2020-03-15,0,4,0,0,0,1,0,25,670749,0.6,corona_board_kr
2770,제주,2020-03-16,0,4,0,0,1,2,0,50,670749,0.6,corona_board_kr
2771,제주,2020-03-17,0,4,0,0,0,2,0,50,670749,0.6,corona_board_kr
2772,제주,2020-03-18,0,4,0,0,0,2,0,50,670749,0.6,corona_board_kr
2773,제주,2020-03-19,0,4,0,0,0,2,0,50,670749,0.6,corona_board_kr
2774,제주,2020-03-20,0,4,0,0,0,2,0,50,670749,0.6,corona_board_kr
2775,제주,2020-03-21,0,4,0,0,0,2,0,50,670749,0.6,corona_board_kr
2776,제주,2020-03-22,0,4,0,0,1,3,0,75,670749,0.6,corona_board_kr
2777,제주,2020-03-23,0,4,0,0,0,3,0,75,670749,0.6,corona_board_kr
2778,제주,2020-03-24,0,4,0,0,1,4,0,100,670749,0.6,corona_board_kr
2779,제주,2020-03-25,2,6,0,0,0,4,0,66.667,670749,0.9,corona_board_kr
2780,제주,2020-03-26,0,6,0,0,0,4,0,66.667,670749,0.9,corona_board_kr
2781,제주,2020-03-27,1,7,0,0,0,4,0,57.143,670749,1,corona_board_kr
2782,제주,2020-03-28,1,8,0,0,0,4,0,50,670749,1.2,corona_board_kr
2783,제주,2020-03-29,0,8,0,0,0,4,0,50,670749,1.2,corona_board_kr
2784,제주,2020-03-30,1,9,0,0,0,4,0,44.444,670749,1.3,corona_board_kr
2785,제주,2020-03-31,0,9,0,0,-1,3,0,33.333,670749,1.3,corona_board_kr
2786,제주,2020-04-01,0,9,0,0,0,3,0,33.333,670749,1.3,corona_board_kr
2787,제주,2020-04-02,0,9,0,0,0,3,0,33.333,670749,1.3,corona_board_kr
2788,제주,2020-04-03,0,9,0,0,0,3,0,33.333,670749,1.3,corona_board_kr
2789,제주,2020-04-04,0,9,0,0,1,4,0,44.444,670749,1.3,corona_board_kr
2790,제주,2020-04-05,3,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2791,제주,2020-04-06,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2792,제주,2020-04-07,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2793,제주,2020-04-08,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2794,제주,2020-04-09,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2795,제주,2020-04-10,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2796,제주,2020-04-11,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2797,제주,2020-04-12,0,12,0,0,0,4,0,33.333,670749,1.8,corona_board_kr
2798,제주,2020-04-13,0,12,0,0,1,5,0,41.667,670749,1.8,corona_board_kr
2799,제주,2020-04-14,0,12,0,0,0,5,0,41.667,670749,1.8,corona_board_kr
2800,제주,2020-04-15,1,13,0,0,0,5,0,38.462,670749,1.9,corona_board_kr
2801,제주,2020-04-16,0,13,0,0,0,5,0,38.462,670749,1.9,corona_board_kr
2802,제주,2020-04-17,0,13,0,0,0,5,0,38.462,670749,1.9,corona_board_kr
2803,제주,2020-04-18,0,13,0,0,1,6,0,46.154,670749,1.9,corona_board_kr
2804,제주,2020-04-19,0,13,0,0,0,6,0,46.154,670749,1.9,corona_board_kr
2805,제주,2020-04-20,0,13,0,0,0,6,0,46.154,670749,1.9,corona_board_kr
2806,제주,2020-04-21,0,13,0,0,0,6,0,46.154,670749,1.9,corona_board_kr
2807,제주,2020-04-22,0,13,0,0,2,8,0,61.538,670749,1.9,corona_board_kr
2808,제주,2020-04-23,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2809,제주,2020-04-24,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2810,제주,2020-04-25,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2811,제주,2020-04-26,0,13,0,0,-1,7,0,53.846,670749,1.9,corona_board_kr
2812,제주,2020-04-27,0,13,0,0,1,8,0,61.538,670749,1.9,corona_board_kr
2813,제주,2020-04-28,0,13,0,0,-1,7,0,53.846,670749,1.9,corona_board_kr
2814,제주,2020-04-29,0,13,0,0,1,8,0,61.538,670749,1.9,corona_board_kr
2815,제주,2020-04-30,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2816,제주,2020-05-01,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2817,제주,2020-05-02,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2818,제주,2020-05-03,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2819,제주,2020-05-04,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2820,제주,2020-05-05,0,13,0,0,0,8,0,61.538,670749,1.9,corona_board_kr
2821,제주,2020-05-06,0,13,0,0,4,12,0,92.308,670749,1.9,corona_board_kr
