PK,국가코드,날짜,일일 확진자,누적 확진자,일일 사망자,누적 사망자,일일 완치자,누적 완치자,사망률,완치율,인구수,발생률,사이트
38850,VAT,2020-06-16,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38849,VAT,2020-06-17,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38848,VAT,2020-06-18,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38847,VAT,2020-06-19,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38846,VAT,2020-06-20,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38845,VAT,2020-06-21,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38844,VAT,2020-06-22,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38843,VAT,2020-06-23,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38842,VAT,2020-06-24,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38841,VAT,2020-06-25,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38840,VAT,2020-06-26,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38839,VAT,2020-06-27,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38838,VAT,2020-06-28,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38837,VAT,2020-06-29,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38836,VAT,2020-06-30,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38835,VAT,2020-07-01,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38834,VAT,2020-07-02,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38833,VAT,2020-07-03,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38832,VAT,2020-07-04,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38831,VAT,2020-07-05,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38830,VAT,2020-07-06,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38829,VAT,2020-07-07,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38828,VAT,2020-07-08,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38827,VAT,2020-07-09,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38826,VAT,2020-07-10,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38825,VAT,2020-07-11,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38824,VAT,2020-07-12,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38823,VAT,2020-07-13,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38822,VAT,2020-07-14,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38821,VAT,2020-07-15,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38820,VAT,2020-07-16,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38819,VAT,2020-07-17,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38818,VAT,2020-07-18,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38817,VAT,2020-07-19,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38816,VAT,2020-07-20,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38815,VAT,2020-07-21,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38814,VAT,2020-07-22,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38813,VAT,2020-07-23,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38812,VAT,2020-07-24,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38811,VAT,2020-07-25,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38810,VAT,2020-07-26,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38809,VAT,2020-07-27,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38808,VAT,2020-07-28,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38807,VAT,2020-07-29,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38806,VAT,2020-07-30,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38805,VAT,2020-07-31,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38804,VAT,2020-08-01,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38803,VAT,2020-08-02,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38802,VAT,2020-08-03,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38801,VAT,2020-08-04,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38800,VAT,2020-08-05,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38799,VAT,2020-08-06,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38798,VAT,2020-08-07,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38797,VAT,2020-08-08,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38796,VAT,2020-08-09,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38795,VAT,2020-08-10,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38794,VAT,2020-08-11,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38793,VAT,2020-08-12,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38792,VAT,2020-08-13,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38791,VAT,2020-08-14,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38790,VAT,2020-08-15,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38789,VAT,2020-08-16,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38788,VAT,2020-08-17,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38787,VAT,2020-08-18,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38786,VAT,2020-08-19,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38785,VAT,2020-08-20,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38784,VAT,2020-08-21,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38783,VAT,2020-08-22,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38782,VAT,2020-08-23,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38781,VAT,2020-08-24,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38780,VAT,2020-08-25,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38779,VAT,2020-08-26,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38778,VAT,2020-08-27,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38777,VAT,2020-08-28,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38776,VAT,2020-08-29,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38775,VAT,2020-08-30,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
38774,VAT,2020-08-31,0,12,0,0,,,0,,809,14833.12732,ourworldindata.org
39113,VCT,2020-03-13,1,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39112,VCT,2020-03-19,,,,,,,0,,110947,0,ourworldindata.org
39111,VCT,2020-03-20,,,,,,,0,,110947,0,ourworldindata.org
39110,VCT,2020-03-21,,,,,,,0,,110947,0,ourworldindata.org
39109,VCT,2020-03-22,,,,,,,0,,110947,0,ourworldindata.org
39108,VCT,2020-03-23,,,,,,,0,,110947,0,ourworldindata.org
39107,VCT,2020-03-24,,,,,,,0,,110947,0,ourworldindata.org
39106,VCT,2020-03-25,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39105,VCT,2020-03-26,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39104,VCT,2020-03-27,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39103,VCT,2020-03-28,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39102,VCT,2020-03-29,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39101,VCT,2020-03-30,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39100,VCT,2020-03-31,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39099,VCT,2020-04-01,0,1,0,0,,,0,,110947,9.013312663,ourworldindata.org
39098,VCT,2020-04-02,1,2,0,0,,,0,,110947,18.02662533,ourworldindata.org
39097,VCT,2020-04-03,0,2,0,0,,,0,,110947,18.02662533,ourworldindata.org
39096,VCT,2020-04-04,5,7,0,0,,,0,,110947,63.09318864,ourworldindata.org
39095,VCT,2020-04-05,0,7,0,0,,,0,,110947,63.09318864,ourworldindata.org
39094,VCT,2020-04-06,0,7,0,0,,,0,,110947,63.09318864,ourworldindata.org
39093,VCT,2020-04-07,0,7,0,0,,,0,,110947,63.09318864,ourworldindata.org
39092,VCT,2020-04-08,1,8,0,0,,,0,,110947,72.1065013,ourworldindata.org
39091,VCT,2020-04-09,0,8,0,0,,,0,,110947,72.1065013,ourworldindata.org
39090,VCT,2020-04-10,4,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39089,VCT,2020-04-11,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39088,VCT,2020-04-12,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39087,VCT,2020-04-13,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39086,VCT,2020-04-14,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39085,VCT,2020-04-15,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39084,VCT,2020-04-16,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39083,VCT,2020-04-17,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39082,VCT,2020-04-18,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39081,VCT,2020-04-19,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39080,VCT,2020-04-20,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39079,VCT,2020-04-21,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39078,VCT,2020-04-22,0,12,0,0,,,0,,110947,108.159752,ourworldindata.org
39077,VCT,2020-04-23,1,13,0,0,,,0,,110947,117.1730646,ourworldindata.org
39076,VCT,2020-04-24,0,13,0,0,,,0,,110947,117.1730646,ourworldindata.org
39075,VCT,2020-04-25,1,14,0,0,,,0,,110947,126.1863773,ourworldindata.org
39074,VCT,2020-04-26,0,14,0,0,,,0,,110947,126.1863773,ourworldindata.org
39073,VCT,2020-04-27,0,14,0,0,,,0,,110947,126.1863773,ourworldindata.org
39072,VCT,2020-04-28,1,15,0,0,,,0,,110947,135.1996899,ourworldindata.org
39071,VCT,2020-04-29,1,16,0,0,,,0,,110947,144.2130026,ourworldindata.org
39070,VCT,2020-04-30,0,16,0,0,,,0,,110947,144.2130026,ourworldindata.org
39069,VCT,2020-05-01,0,16,0,0,,,0,,110947,144.2130026,ourworldindata.org
39068,VCT,2020-05-02,0,16,0,0,,,0,,110947,144.2130026,ourworldindata.org
39067,VCT,2020-05-03,0,16,0,0,,,0,,110947,144.2130026,ourworldindata.org
39066,VCT,2020-05-04,1,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39065,VCT,2020-05-05,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39064,VCT,2020-05-06,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39063,VCT,2020-05-07,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39062,VCT,2020-05-08,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39061,VCT,2020-05-09,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39060,VCT,2020-05-10,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39059,VCT,2020-05-11,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39058,VCT,2020-05-12,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39057,VCT,2020-05-13,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39056,VCT,2020-05-14,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39055,VCT,2020-05-15,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39054,VCT,2020-05-16,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39053,VCT,2020-05-17,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39052,VCT,2020-05-18,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39051,VCT,2020-05-19,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39050,VCT,2020-05-20,0,17,0,0,,,0,,110947,153.2263153,ourworldindata.org
39049,VCT,2020-05-21,1,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39048,VCT,2020-05-22,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39047,VCT,2020-05-23,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39046,VCT,2020-05-24,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39045,VCT,2020-05-25,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39044,VCT,2020-05-26,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39043,VCT,2020-05-27,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39042,VCT,2020-05-28,0,18,0,0,,,0,,110947,162.2396279,ourworldindata.org
39041,VCT,2020-05-29,7,25,0,0,,,0,,110947,225.3328166,ourworldindata.org
39040,VCT,2020-05-30,1,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39039,VCT,2020-05-31,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39038,VCT,2020-06-01,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39037,VCT,2020-06-02,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39036,VCT,2020-06-03,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39035,VCT,2020-06-04,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39034,VCT,2020-06-05,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39033,VCT,2020-06-06,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39032,VCT,2020-06-07,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39031,VCT,2020-06-08,0,26,0,0,,,0,,110947,234.3461292,ourworldindata.org
39030,VCT,2020-06-09,1,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39029,VCT,2020-06-10,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39028,VCT,2020-06-11,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39027,VCT,2020-06-12,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39026,VCT,2020-06-13,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39025,VCT,2020-06-14,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39024,VCT,2020-06-15,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39023,VCT,2020-06-16,0,27,0,0,,,0,,110947,243.3594419,ourworldindata.org
39022,VCT,2020-06-17,2,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39021,VCT,2020-06-18,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39020,VCT,2020-06-19,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39019,VCT,2020-06-20,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39018,VCT,2020-06-21,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39017,VCT,2020-06-22,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39016,VCT,2020-06-23,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39015,VCT,2020-06-24,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39014,VCT,2020-06-25,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39013,VCT,2020-06-26,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39012,VCT,2020-06-27,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39011,VCT,2020-06-28,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39010,VCT,2020-06-29,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39009,VCT,2020-06-30,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39008,VCT,2020-07-01,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39007,VCT,2020-07-02,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39006,VCT,2020-07-03,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39005,VCT,2020-07-04,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39004,VCT,2020-07-05,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39003,VCT,2020-07-06,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39002,VCT,2020-07-07,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39001,VCT,2020-07-08,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
39000,VCT,2020-07-09,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
38999,VCT,2020-07-10,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
38998,VCT,2020-07-11,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
38997,VCT,2020-07-12,0,29,0,0,,,0,,110947,261.3860672,ourworldindata.org
38996,VCT,2020-07-13,6,35,0,0,,,0,,110947,315.4659432,ourworldindata.org
38995,VCT,2020-07-14,0,35,0,0,,,0,,110947,315.4659432,ourworldindata.org
38994,VCT,2020-07-15,0,35,0,0,,,0,,110947,315.4659432,ourworldindata.org
38993,VCT,2020-07-16,0,35,0,0,,,0,,110947,315.4659432,ourworldindata.org
38992,VCT,2020-07-17,0,35,0,0,,,0,,110947,315.4659432,ourworldindata.org
38991,VCT,2020-07-18,3,38,0,0,,,0,,110947,342.5058812,ourworldindata.org
38990,VCT,2020-07-19,6,44,0,0,,,0,,110947,396.5857572,ourworldindata.org
38989,VCT,2020-07-20,6,50,0,0,,,0,,110947,450.6656331,ourworldindata.org
38988,VCT,2020-07-21,0,50,0,0,,,0,,110947,450.6656331,ourworldindata.org
38987,VCT,2020-07-22,0,50,0,0,,,0,,110947,450.6656331,ourworldindata.org
38986,VCT,2020-07-23,0,50,0,0,,,0,,110947,450.6656331,ourworldindata.org
38985,VCT,2020-07-24,2,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38984,VCT,2020-07-25,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38983,VCT,2020-07-26,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38982,VCT,2020-07-27,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38981,VCT,2020-07-28,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38980,VCT,2020-07-29,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38979,VCT,2020-07-30,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38978,VCT,2020-07-31,0,52,0,0,,,0,,110947,468.6922585,ourworldindata.org
38977,VCT,2020-08-01,2,54,0,0,,,0,,110947,486.7188838,ourworldindata.org
38976,VCT,2020-08-02,1,55,0,0,,,0,,110947,495.7321965,ourworldindata.org
38975,VCT,2020-08-03,0,55,0,0,,,0,,110947,495.7321965,ourworldindata.org
38974,VCT,2020-08-04,0,55,0,0,,,0,,110947,495.7321965,ourworldindata.org
38973,VCT,2020-08-05,0,55,0,0,,,0,,110947,495.7321965,ourworldindata.org
38972,VCT,2020-08-06,1,56,0,0,,,0,,110947,504.7455091,ourworldindata.org
38971,VCT,2020-08-07,0,56,0,0,,,0,,110947,504.7455091,ourworldindata.org
38970,VCT,2020-08-08,0,56,0,0,,,0,,110947,504.7455091,ourworldindata.org
38969,VCT,2020-08-09,0,56,0,0,,,0,,110947,504.7455091,ourworldindata.org
38968,VCT,2020-08-10,1,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38967,VCT,2020-08-11,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38966,VCT,2020-08-12,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38965,VCT,2020-08-13,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38964,VCT,2020-08-14,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38963,VCT,2020-08-15,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38962,VCT,2020-08-16,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38961,VCT,2020-08-17,0,57,0,0,,,0,,110947,513.7588218,ourworldindata.org
38960,VCT,2020-08-18,1,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38959,VCT,2020-08-19,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38958,VCT,2020-08-20,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38957,VCT,2020-08-21,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38956,VCT,2020-08-22,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38955,VCT,2020-08-23,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38954,VCT,2020-08-24,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38953,VCT,2020-08-25,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38952,VCT,2020-08-26,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38951,VCT,2020-08-27,0,58,0,0,,,0,,110947,522.7721344,ourworldindata.org
38950,VCT,2020-08-28,2,60,0,0,,,0,,110947,540.7987598,ourworldindata.org
38949,VCT,2020-08-29,0,60,0,0,,,0,,110947,540.7987598,ourworldindata.org
38948,VCT,2020-08-30,0,60,0,0,,,0,,110947,540.7987598,ourworldindata.org
38947,VCT,2020-08-31,0,60,0,0,,,0,,110947,540.7987598,ourworldindata.org
39283,VEN,2020-03-15,10,10,0,0,,,0,,28435943,0.351667606,ourworldindata.org
39282,VEN,2020-03-16,5,15,0,0,,,0,,28435943,0.527501409,ourworldindata.org
39281,VEN,2020-03-17,18,33,0,0,,,0,,28435943,1.1605031,ourworldindata.org
39280,VEN,2020-03-18,0,33,0,0,,,0,,28435943,1.1605031,ourworldindata.org
39279,VEN,2020-03-19,0,33,0,0,,,0,,28435943,1.1605031,ourworldindata.org
39278,VEN,2020-03-20,0,33,0,0,,,0,,28435943,1.1605031,ourworldindata.org
39277,VEN,2020-03-21,3,36,0,0,,,0,,28435943,1.266003382,ourworldindata.org
39276,VEN,2020-03-22,0,36,0,0,,,0,,28435943,1.266003382,ourworldindata.org
39275,VEN,2020-03-23,0,36,0,0,,,0,,28435943,1.266003382,ourworldindata.org
39274,VEN,2020-03-24,48,84,0,0,,,0,,28435943,2.954007891,ourworldindata.org
39273,VEN,2020-03-25,7,91,0,0,,,0,,28435943,3.200175215,ourworldindata.org
39272,VEN,2020-03-26,15,106,0,0,,,0,,28435943,3.727676624,ourworldindata.org
39271,VEN,2020-03-27,1,107,1,1,,,0.934579439,,28435943,3.762843385,ourworldindata.org
39270,VEN,2020-03-28,12,119,0,1,,,0.840336134,,28435943,4.184844512,ourworldindata.org
39269,VEN,2020-03-29,0,119,0,1,,,0.840336134,,28435943,4.184844512,ourworldindata.org
39268,VEN,2020-03-30,0,119,0,1,,,0.840336134,,28435943,4.184844512,ourworldindata.org
39267,VEN,2020-03-31,16,135,2,3,,,2.222222222,,28435943,4.747512681,ourworldindata.org
39266,VEN,2020-04-01,0,135,0,3,,,2.222222222,,28435943,4.747512681,ourworldindata.org
39265,VEN,2020-04-02,8,143,0,3,,,2.097902098,,28435943,5.028846766,ourworldindata.org
39264,VEN,2020-04-03,1,144,0,3,,,2.083333333,,28435943,5.064013527,ourworldindata.org
39263,VEN,2020-04-04,0,144,0,3,,,2.083333333,,28435943,5.064013527,ourworldindata.org
39262,VEN,2020-04-05,0,144,2,5,,,3.472222222,,28435943,5.064013527,ourworldindata.org
39261,VEN,2020-04-06,4,148,0,5,,,3.378378378,,28435943,5.204680569,ourworldindata.org
39260,VEN,2020-04-07,11,159,0,5,,,3.144654088,,28435943,5.591514936,ourworldindata.org
39259,VEN,2020-04-08,7,166,2,7,,,4.21686747,,28435943,5.83768226,ourworldindata.org
39258,VEN,2020-04-09,1,167,1,8,,,4.790419162,,28435943,5.872849021,ourworldindata.org
39257,VEN,2020-04-10,4,171,1,9,,,5.263157895,,28435943,6.013516063,ourworldindata.org
39256,VEN,2020-04-11,4,175,0,9,,,5.142857143,,28435943,6.154183106,ourworldindata.org
39255,VEN,2020-04-12,0,175,0,9,,,5.142857143,,28435943,6.154183106,ourworldindata.org
39254,VEN,2020-04-13,6,181,0,9,,,4.972375691,,28435943,6.365183669,ourworldindata.org
39253,VEN,2020-04-14,8,189,0,9,,,4.761904762,,28435943,6.646517754,ourworldindata.org
39252,VEN,2020-04-15,4,193,0,9,,,4.663212435,,28435943,6.787184796,ourworldindata.org
39251,VEN,2020-04-16,4,197,0,9,,,4.568527919,,28435943,6.927851839,ourworldindata.org
39250,VEN,2020-04-17,7,204,0,9,,,4.411764706,,28435943,7.174019163,ourworldindata.org
39249,VEN,2020-04-18,23,227,0,9,,,3.964757709,,28435943,7.982854657,ourworldindata.org
39248,VEN,2020-04-19,0,227,0,9,,,3.964757709,,28435943,7.982854657,ourworldindata.org
39247,VEN,2020-04-20,29,256,0,9,,,3.515625,,28435943,9.002690714,ourworldindata.org
39246,VEN,2020-04-21,0,256,0,9,,,3.515625,,28435943,9.002690714,ourworldindata.org
39245,VEN,2020-04-22,29,285,1,10,,,3.50877193,,28435943,10.02252677,ourworldindata.org
39244,VEN,2020-04-23,3,288,0,10,,,3.472222222,,28435943,10.12802705,ourworldindata.org
39243,VEN,2020-04-24,10,298,0,10,,,3.355704698,,28435943,10.47969466,ourworldindata.org
39242,VEN,2020-04-25,20,318,0,10,,,3.144654088,,28435943,11.18302987,ourworldindata.org
39241,VEN,2020-04-26,5,323,0,10,,,3.095975232,,28435943,11.35886367,ourworldindata.org
39240,VEN,2020-04-27,2,325,0,10,,,3.076923077,,28435943,11.4291972,ourworldindata.org
39239,VEN,2020-04-28,4,329,0,10,,,3.039513678,,28435943,11.56986424,ourworldindata.org
39238,VEN,2020-04-29,0,329,0,10,,,3.039513678,,28435943,11.56986424,ourworldindata.org
39237,VEN,2020-04-30,2,331,0,10,,,3.021148036,,28435943,11.64019776,ourworldindata.org
39236,VEN,2020-05-01,2,333,0,10,,,3.003003003,,28435943,11.71053128,ourworldindata.org
39235,VEN,2020-05-02,2,335,0,10,,,2.985074627,,28435943,11.7808648,ourworldindata.org
39234,VEN,2020-05-03,10,345,0,10,,,2.898550725,,28435943,12.13253241,ourworldindata.org
39233,VEN,2020-05-04,12,357,0,10,,,2.801120448,,28435943,12.55453354,ourworldindata.org
39232,VEN,2020-05-05,4,361,0,10,,,2.770083102,,28435943,12.69520058,ourworldindata.org
39231,VEN,2020-05-06,6,367,0,10,,,2.72479564,,28435943,12.90620114,ourworldindata.org
39230,VEN,2020-05-07,12,379,0,10,,,2.638522427,,28435943,13.32820227,ourworldindata.org
39229,VEN,2020-05-08,2,381,0,10,,,2.624671916,,28435943,13.39853579,ourworldindata.org
39228,VEN,2020-05-09,7,388,0,10,,,2.577319588,,28435943,13.64470311,ourworldindata.org
39227,VEN,2020-05-10,14,402,0,10,,,2.487562189,,28435943,14.13703776,ourworldindata.org
39226,VEN,2020-05-11,12,414,0,10,,,2.415458937,,28435943,14.55903889,ourworldindata.org
39225,VEN,2020-05-12,8,422,0,10,,,2.369668246,,28435943,14.84037297,ourworldindata.org
39224,VEN,2020-05-13,1,423,0,10,,,2.364066194,,28435943,14.87553974,ourworldindata.org
39223,VEN,2020-05-14,17,440,0,10,,,2.272727273,,28435943,15.47337467,ourworldindata.org
39222,VEN,2020-05-15,15,455,0,10,,,2.197802198,,28435943,16.00087607,ourworldindata.org
